epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
66,668.171,1.26095,1.53661,2.36546,0.8876,0.86453,0.93586,0.81374,1.16908,0.99352,2.74761,0.000445625,0.000445625,0.000445625
67,678.257,1.25899,1.53976,2.38256,0.80244,0.82559,0.91288,0.79673,1.15577,1.15546,2.75695,0.00043325,0.00043325,0.00043325
68,688.303,1.24158,1.51695,2.36949,0.8401,0.85696,0.91508,0.79764,1.16802,1.09194,2.73677,0.000420875,0.000420875,0.000420875
69,698.381,1.24719,1.4858,2.36774,0.7839,0.7996,0.90178,0.78093,1.18808,1.27671,2.80153,0.0004085,0.0004085,0.0004085
70,708.425,1.22802,1.46711,2.36099,0.82937,0.84252,0.90849,0.78645,1.17264,1.05277,2.77427,0.000396125,0.000396125,0.000396125
71,718.497,1.23551,1.53551,2.36914,0.77428,0.79094,0.83554,0.68704,1.22677,1.43584,2.8271,0.00038375,0.00038375,0.00038375
72,728.527,1.21546,1.49364,2.34727,0.78278,0.75864,0.86125,0.74627,1.16069,1.56987,2.72601,0.000371375,0.000371375,0.000371375
73,738.593,1.21454,1.4213,2.37039,0.87819,0.81132,0.90856,0.79127,1.1482,1.18747,2.74986,0.000359,0.000359,0.000359
74,748.668,1.22347,1.43985,2.3532,0.83849,0.78277,0.89125,0.76799,1.18213,1.17433,2.77379,0.000346625,0.000346625,0.000346625
75,758.768,1.23834,1.49647,2.39296,0.87761,0.83168,0.92424,0.79125,1.19196,1.07886,2.83412,0.00033425,0.00033425,0.00033425
76,768.818,1.24632,1.43874,2.37604,0.79038,0.86282,0.90976,0.78544,1.20378,1.32242,2.78374,0.000321875,0.000321875,0.000321875
77,778.886,1.21073,1.41091,2.37787,0.76961,0.87361,0.91486,0.8004,1.1368,1.28697,2.722,0.0003095,0.0003095,0.0003095
78,788.923,1.22887,1.42245,2.36773,0.81535,0.86694,0.91558,0.79164,1.14082,1.04434,2.76402,0.000297125,0.000297125,0.000297125
79,798.994,1.23955,1.39776,2.35432,0.83058,0.8693,0.92917,0.80412,1.13368,1.00377,2.73052,0.00028475,0.00028475,0.00028475
80,809.557,1.17325,1.35206,2.33135,0.82144,0.90217,0.93816,0.81499,1.14524,1.07345,2.71192,0.000272375,0.000272375,0.000272375
81,819.67,1.16856,1.36729,2.32532,0.84233,0.8241,0.91697,0.79809,1.15307,1.19156,2.70933,0.00026,0.00026,0.00026
82,829.699,1.20633,1.38451,2.33939,0.7587,0.87041,0.91714,0.7938,1.15345,1.34622,2.73506,0.000247625,0.000247625,0.000247625
83,839.745,1.22181,1.44889,2.34612,0.87263,0.87789,0.9417,0.81714,1.15668,1.05921,2.74581,0.00023525,0.00023525,0.00023525
84,849.779,1.18755,1.3878,2.33548,0.88734,0.87644,0.94572,0.82692,1.15501,0.9661,2.74067,0.000222875,0.000222875,0.000222875
85,859.842,1.19727,1.37868,2.33652,0.81627,0.90582,0.94735,0.82463,1.12969,1.05816,2.72658,0.0002105,0.0002105,0.0002105
86,869.853,1.24633,1.3979,2.36701,0.87443,0.86948,0.93608,0.81369,1.13228,1.09016,2.69784,0.000198125,0.000198125,0.000198125
87,879.893,1.23578,1.39548,2.3634,0.84591,0.89232,0.94472,0.82771,1.15877,1.01161,2.72408,0.00018575,0.00018575,0.00018575
88,889.924,1.17512,1.35636,2.35084,0.85133,0.90687,0.94583,0.82022,1.15016,0.92749,2.72406,0.000173375,0.000173375,0.000173375
89,899.932,1.16702,1.32026,2.32829,0.83819,0.8219,0.93024,0.80872,1.14044,1.13453,2.72462,0.000161,0.000161,0.000161
90,909.943,1.16423,1.29301,2.33827,0.90603,0.87089,0.94525,0.82522,1.13257,0.89452,2.71738,0.000148625,0.000148625,0.000148625
91,920.78,0.83891,0.79005,2.40788,0.90427,0.85993,0.93722,0.81012,1.21658,0.96006,2.78872,0.00013625,0.00013625,0.00013625
92,930.817,0.77897,0.72836,2.33455,0.8805,0.85595,0.94507,0.82213,1.13458,0.95567,2.70157,0.000123875,0.000123875,0.000123875
93,940.836,0.79511,0.65691,2.3301,0.82599,0.89335,0.93499,0.81901,1.14049,1.00888,2.6943,0.0001115,0.0001115,0.0001115
94,950.834,0.80627,0.77183,2.33787,0.85983,0.86213,0.93359,0.81474,1.13451,1.04643,2.69441,9.9125e-05,9.9125e-05,9.9125e-05
95,960.898,0.76764,0.59092,2.31337,0.86797,0.8412,0.93347,0.81424,1.13822,1.06005,2.69066,8.675e-05,8.675e-05,8.675e-05
96,970.892,0.81859,0.59312,2.3455,0.88187,0.87413,0.94938,0.83284,1.12507,0.88199,2.67752,7.4375e-05,7.4375e-05,7.4375e-05
97,980.936,0.75608,0.57109,2.31058,0.89915,0.91113,0.95441,0.83487,1.12313,0.84008,2.67563,6.2e-05,6.2e-05,6.2e-05
98,990.979,0.78166,0.57902,2.34409,0.88399,0.91871,0.95487,0.8353,1.11804,0.88268,2.67099,4.9625e-05,4.9625e-05,4.9625e-05
99,1001.05,0.75028,0.54896,2.30222,0.83888,0.90547,0.94743,0.83029,1.11959,0.97026,2.67163,3.725e-05,3.725e-05,3.725e-05
100,1011.05,0.76587,0.57964,2.32711,0.88799,0.86578,0.94571,0.83018,1.1217,0.97796,2.66555,2.4875e-05,2.4875e-05,2.4875e-05
